Latitude,Longitude
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3268,07205.9783
4122.3267,07205.9782
4122.3267,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9782
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3266,07205.9781
4122.3265,07205.9781
4122.3265,07205.9780
4122.3264,07205.9779
4122.3264,07205.9779
4122.3264,07205.9779
4122.3263,07205.9778
4122.3263,07205.9778
4122.3262,07205.9778
4122.3262,07205.9777
4122.3262,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3261,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
4122.3260,07205.9777
